"id";"shot_data_id";"expert_trajectory";"expert_note";"expert_p_system";"expert_suggestion";"expert_cause";"expert_err_msg";"expert_update_time"
12141;12168;"Fade 小右曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:24:06"
12142;12169;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:24:34"
12143;12170;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:24:51"
12144;12171;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:25:37"
12145;12172;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:25:44"
12146;12173;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:26:28"
12147;12174;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:27:32"
12148;12175;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:27:40"
12149;12176;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:27:59"
12150;12177;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:28:19"
12151;12178;"(Push)Hook 右曲球";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:29:23"
12152;12179;"Pull Hook 左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 上桿過程中,不要把身體重心太過右移,以不超過右腳內側為佳";"擊球角度過小 下桿時，球桿的釋放及球桿的加速度都太早發生";"";"2023-04-04 14:30:05"
12153;12180;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:30:37"
12154;12181;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:30:59"
12155;12182;"Fade 小右曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離一般水準 這是職業選手最喜歡打出的球路，需要保持手和身體的連結，瞄球時桿面朝向目標，站姿朝向目標左方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:31:00"
12156;12183;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:31:56"
12157;12184;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:32:06"
12158;12185;"(Push)Hook 右曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:32:29"
12159;12186;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:32:57"
12160;12187;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:33:05"
12161;12188;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:33:29"
12162;12189;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:33:42"
12163;12190;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:34:03"
12164;12191;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:34:36"
12165;12192;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:35:07"
12166;12193;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:35:26"
12167;12194;"(Push)Hook 右曲球";"";"P2~3 上桿";"置球點到擊球落點的距離達到標準水準 上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:37:02"
12168;12195;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:37:29"
12169;12196;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:37:35"
12170;12197;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:37:58"
12171;12198;"Fade 小右曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離一般水準 這是職業選手最喜歡打出的球路，需要保持手和身體的連結，瞄球時桿面朝向目標，站姿朝向目標左方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:38:05"
12172;12199;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:38:19"
12173;12200;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:38:50"
12174;12201;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:39:01"
12175;12202;"Fade 小右曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離達到標準水準 這是職業選手最喜歡打出的球路，需要保持手和身體的連結，瞄球時桿面朝向目標，站姿朝向目標左方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:39:32"
12176;12203;"(Push)Hook 右曲球";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:39:33"
12177;12204;"Fade 小右曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離一般水準 這是職業選手最喜歡打出的球路，需要保持手和身體的連結，瞄球時桿面朝向目標，站姿朝向目標左方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:40:02"
12178;12205;"Fade 小右曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離一般水準 這是職業選手最喜歡打出的球路，需要保持手和身體的連結，瞄球時桿面朝向目標，站姿朝向目標左方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:40:29"
12179;12206;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:40:47"
12180;12207;"Pull Hook 左曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離達到標準水準 上桿時維持軸心，P2主P4胸椎充分旋轉下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:40:51"
12181;12208;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:41:19"
12182;12209;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:41:38"
12183;12210;"Draw 小左曲球";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 木桿應該是延著球中線平行掃過去，而鐵桿應該是往球的中心點向下擊下去";"擊球角度過小 下桿時，球桿的釋放及球桿的加速度都太早發生";"";"2023-04-04 14:42:23"
12184;12211;"(Push)Hook 右曲球";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:43:03"
12185;12212;"Draw 小左曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離一般水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:43:49"
12186;12213;"Pull Hook 左曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離一般水準 上桿時維持軸心，P2主P4胸椎充分旋轉下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:44:55"
12187;12214;"Fade 小右曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:45:29"
12188;12215;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:45:47"
12189;12216;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:46:18"
12190;12217;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:46:53"
12191;12218;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:47:22"
12192;12219;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:48:07"
12193;12220;"Push Slice 左拉右曲";"";"P2~3 上桿 , P5~6 下桿 , P7 Impact 擊球";"擊球姿勢嚴重錯誤 上桿過程中,不要把身體重心太過右移,以不超過右腳內側為佳";"擊球角度過小 下桿時，球桿的釋放及球桿的加速度都太早發生";"";"2023-04-04 14:48:20"
12194;12221;"Draw 小左曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離達到專業水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:48:25"
12195;12222;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:48:37"
12196;12223;"(Push)Hook 右曲球";"";"P2~3 上桿";"置球點到擊球落點的距離一般水準 上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:49:23"
12197;12224;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:50:00"
12198;12225;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:50:01"
12199;12226;"(Push)Hook 右曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:50:38"
12200;12227;"Pull Hook 左曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離達到職業級水準 上桿時維持軸心，P2主P4胸椎充分旋轉下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:50:53"
12201;12228;"Push Slice 左拉右曲";"";"P2~3 上桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿過度陡峭，下桿時突然過度由內往外打，或是上桿太內側且由內往外推所致。";"";"2023-04-04 14:51:08"
12202;12229;"Fade 小右曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:52:19"
12203;12230;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:52:20"
12204;12231;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:52:39"
12205;12232;"(Push)Hook 右曲球";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:52:59"
12206;12233;"(Push)Hook 右曲球";"";"P2~3 上桿";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:53:20"
12207;12234;"Pull Hook 左曲球";"";"P7 Impact 擊球";"此擊球它看起來不錯但置球點到擊球落點的距離不佳。堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"通常是因為右手出力手腕往下壓太快導致揮桿路徑由外往內，且翻轉了手腕";"";"2023-04-04 14:53:35"
12208;12235;"Draw 小左曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離一般水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:53:50"
12209;12236;"Pull Slice 左拉左曲";"";"P2 Takeaway 起桿";"上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"通常是因為上桿時P2過於內側，手臂和身體過於靠近卡住之後，反而在下桿時由外側下桿、或是軸心偏移太多導致右手必須補償所致，最容易出現雞翅膀的問題。";"";"2023-04-04 14:53:53"
12210;12237;"Draw 小左曲球";"";"P5~6 下桿";"下桿時，膝關節伸直，腰部伸展，聳肩、抬頭，上臂用力導致手肘彎曲，身體重心移到腳跟";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:54:22"
12211;12238;"Draw 小左曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離達到專業水準 這是職業選手喜歡打出的球路，瞄球時桿面朝向目標，站姿朝向目標右方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，觸球時桿面方正，且揮桿軌跡由內向外所致。";"";"2023-04-04 14:57:28"
12212;12239;"(Push)Hook 右曲球";"";"P2~3 上桿";"置球點到擊球落點的距離達到專業水準 上桿時維持軸心，P2時桿身平行於雙腳之平行線，保持桿面角度，P2至P4胸椎充分旋轉，下桿時於P3重心往左，左半身帶領的同時，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"上桿往內側，然後再由內側透過手腕的翻轉使球往左旋。有時為了修正由外往內的揮桿路徑會刻意打出這種球來調整感覺，但做過頭的話很難控球，因為球落地會滾動太多，不容易控制距離。";"";"2023-04-04 14:57:58"
12213;12240;"Fade 小右曲球";"";"P7 Impact 擊球";"置球點到擊球落點的距離一般水準 這是職業選手最喜歡打出的球路，需要保持手和身體的連結，瞄球時桿面朝向目標，站姿朝向目標左方，上桿時維持軸心，P2至P4胸椎充分旋轉，下桿時重心往左，左半身帶領，P5至P6右肩和右手肘維持外旋，左手腕在P5.5時屈曲，維持手腕角度過球，轉身至P10收桿。";"手腕角度保持得很好，桿面觸球方正，且揮桿軌跡由外向內所致。";"";"2023-04-04 14:58:45"
12214;12241;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:59:25"
12215;12242;"擊球失敗,無法判定";"";"擊球失敗,無法判定";"擊球發射角度超出正常範圍";"擊球姿勢嚴重錯誤";"";"2023-04-04 14:59:43"
12216;12243;"Straight 直飛球";"";"P2~3 上桿";"優秀的高爾夫球手往往非常擅長在球落地之前保持收尾，此擊球它看起來不錯但置球點到擊球落點的距離不佳。 如果你的後腳沒有轉動，你肯定有時間在你完成並將它帶到下一個擊球時注意到並糾正它。 我堅信你的揮桿要保持良好的平衡，如果你能保持收杆，那是你能得到更好的擊球";"P1至P10動作的位置和時間都配合得很好，且節奏流暢。";"";"2023-04-05 18:03:07"
